label,model,temp,spec,concurrency,prompt,prefill_tps,decode_tps,aggregate_tps,prompt_toks,completion_toks
dense-16k,Qwen3-8B-8bit,0.0,none,1,decode,264566.93,49.86,49.86,18032,128
dense4bit-16k,Qwen3-8B-8bit,0.0,none,1,decode,265301.48,50.07,50.07,18032,128
fused4bit-16k,Qwen3-8B-8bit,0.0,none,1,decode,264581.0,49.89,49.89,18032,128
